,Kingdom,Phylum,Class,Order,Family,Genus,Species
ASV15808,Bacteria,Gemmatimonadota,S0134 terrestrial group,NA,NA,NA,NA
ASV15809,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,NA,NA,NA
ASV15810,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,NA,NA,NA
ASV15811,Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,Minicystis,NA
ASV15812,Bacteria,Chloroflexi,OLB14,NA,NA,NA,NA
ASV15813,Bacteria,Myxococcota,bacteriap25,NA,NA,NA,NA
ASV15814,Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,Myxococcus,NA
ASV15815,Bacteria,Firmicutes,Clostridia,Thermincolales,Thermincolaceae,Thermincola,NA
ASV15816,Bacteria,Acidobacteriota,Acidobacteriae,Bryobacterales,Bryobacteraceae,Bryobacter,NA
ASV15817,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,agaridevorans
ASV15818,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Pedomicrobium,NA
ASV15819,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria Incertae Sedis,Unknown Family,Candidatus Ovatusbacter,NA
ASV15820,Bacteria,Chloroflexi,Ktedonobacteria,Ktedonobacterales,Ktedonobacteraceae,NA,NA
ASV15821,Archaea,Thermoplasmatota,Thermoplasmata,Methanomassiliicoccales,NA,NA,NA
ASV15822,Bacteria,Latescibacterota,NA,NA,NA,NA,NA
ASV15823,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,NA,NA,NA
ASV15824,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,NA,NA,NA
ASV15825,Bacteria,Chloroflexi,Anaerolineae,Caldilineales,Caldilineaceae,NA,NA
ASV15826,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,NA,NA
ASV15827,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Rhodanobacter,thiooxydans
ASV15828,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,NA,NA,NA
ASV15829,Bacteria,Armatimonadota,NA,NA,NA,NA,NA
ASV15830,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,NA,NA
ASV15831,Bacteria,Planctomycetota,OM190,NA,NA,NA,NA
ASV15832,Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,NA,NA
ASV15833,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Afipia,NA
ASV15834,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Filimonas,NA
ASV15835,Bacteria,Proteobacteria,Alphaproteobacteria,Micropepsales,Micropepsaceae,NA,NA
ASV15836,Bacteria,Myxococcota,bacteriap25,NA,NA,NA,NA
ASV15837,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,67-14,NA,NA
ASV15838,Bacteria,Firmicutes,Bacilli,Thermoactinomycetales,Thermoactinomycetaceae,Planifilum,NA
ASV15839,Bacteria,Acidobacteriota,Vicinamibacteria,Subgroup 17,NA,NA,NA
ASV15840,Bacteria,Desulfobacterota,NA,NA,NA,NA,NA
ASV15841,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,NA,NA
ASV15842,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,OM27 clade,NA
ASV15843,Bacteria,Proteobacteria,Alphaproteobacteria,Reyranellales,Reyranellaceae,Reyranella,NA
ASV15844,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,NA
ASV15845,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,NA,NA,NA
ASV15846,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,NA,NA
ASV15847,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,NA,NA
ASV15848,Bacteria,Actinobacteriota,Acidimicrobiia,NA,NA,NA,NA
ASV15849,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,NA,NA
ASV15850,Bacteria,NA,NA,NA,NA,NA,NA
ASV15851,Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,Pajaroellobacter,NA
ASV15852,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,NA,NA,NA
ASV15853,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,alginolyticus
ASV15854,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,NA,NA,NA
ASV15855,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,hemerocallicola
ASV15856,Bacteria,Elusimicrobiota,Elusimicrobia,MVP-88,NA,NA,NA
ASV15857,Bacteria,Planctomycetota,Planctomycetes,NA,NA,NA,NA
ASV15858,Bacteria,Gemmatimonadota,AKAU4049,NA,NA,NA,NA
ASV15859,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Dyella,thiooxydans
ASV15860,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Chiayiivirga,NA
ASV15861,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,NA,NA
ASV15862,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,NA,NA,NA
ASV15863,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,NA,NA,NA
ASV15864,Bacteria,Patescibacteria,Parcubacteria,Candidatus Kaiserbacteria,NA,NA,NA
ASV15865,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Oceanicella,NA
ASV15866,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,NA,NA
ASV15867,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Mesorhizobium,NA
ASV15868,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
ASV15869,Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,NA,NA
ASV15870,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,Haliscomenobacter,NA
ASV15871,Bacteria,Proteobacteria,Alphaproteobacteria,Thalassobaculales,Oceanibaculaceae,Oceanibaculum,NA
ASV15872,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,NA,NA
ASV15873,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,NA,NA
ASV15874,Bacteria,Abditibacteriota,Abditibacteria,Abditibacteriales,Abditibacteriaceae,Abditibacterium,NA
ASV15875,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Terrimonas,NA
ASV15876,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Roseisolibacter,NA
ASV15877,Bacteria,Myxococcota,Polyangia,mle1-27,NA,NA,NA
ASV15878,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,SWB02,NA
ASV15879,Bacteria,Firmicutes,Bacilli,Aneurinibacillales,Aneurinibacillaceae,Aneurinibacillus,migulanus
ASV15880,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,NA,NA
ASV15881,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,NA,NA
ASV15882,Bacteria,Patescibacteria,Parcubacteria,NA,NA,NA,NA
ASV15883,Bacteria,Chloroflexi,NA,NA,NA,NA,NA
ASV15884,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Intrasporangiaceae,NA,NA
ASV15885,Bacteria,NA,NA,NA,NA,NA,NA
ASV15886,Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,Pajaroellobacter,NA
ASV15887,Bacteria,Chloroflexi,Anaerolineae,RBG-13-54-9,NA,NA,NA
ASV15888,Bacteria,Myxococcota,Polyangia,Polyangiales,NA,NA,NA
ASV15889,Bacteria,Actinobacteriota,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Pseudonocardia,NA
ASV15890,Bacteria,Gemmatimonadota,S0134 terrestrial group,NA,NA,NA,NA
ASV15891,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Conexibacter,NA
ASV15892,Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Roseiflexaceae,NA,NA
ASV15893,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,NA,NA,NA
ASV15894,Bacteria,Proteobacteria,Alphaproteobacteria,Tistrellales,Geminicoccaceae,NA,NA
ASV15895,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,NA,NA,NA
ASV15896,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Niastella,NA
ASV15897,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Marmoricola,NA
ASV15898,Bacteria,Planctomycetota,OM190,NA,NA,NA,NA
ASV15899,Bacteria,Myxococcota,bacteriap25,NA,NA,NA,NA
ASV15900,Bacteria,Actinobacteriota,Actinobacteria,Kineosporiales,Kineosporiaceae,NA,NA
ASV15901,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,Luteitalea,NA
ASV15902,Bacteria,Chloroflexi,Anaerolineae,SBR1031,NA,NA,NA
ASV15903,Bacteria,Chloroflexi,KD4-96,NA,NA,NA,NA
ASV15904,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,NA,NA
ASV15905,Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,Pajaroellobacter,NA
ASV15906,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Intrasporangiaceae,Lapillicoccus,NA
ASV15907,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,NA,NA
ASV15908,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,Paludisphaera,NA
ASV15909,Bacteria,Actinobacteriota,RBG-16-55-12,NA,NA,NA,NA
ASV15910,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Roseisolibacter,NA
ASV15911,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,NA,NA
ASV15912,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,Gaiellaceae,Gaiella,NA
ASV15913,Bacteria,Acidobacteriota,Vicinamibacteria,Subgroup 17,NA,NA,NA
ASV15914,Bacteria,Gemmatimonadota,S0134 terrestrial group,NA,NA,NA,NA
ASV15915,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,SWB02,NA
ASV15916,Bacteria,FCPU426,NA,NA,NA,NA,NA
ASV15917,Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Roseiflexaceae,NA,NA
ASV15918,Bacteria,Chloroflexi,JG30-KF-CM66,NA,NA,NA,NA
ASV15919,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,NA,NA,NA
ASV15920,Bacteria,Verrucomicrobiota,Omnitrophia,Omnitrophales,Omnitrophaceae,Candidatus Omnitrophus,NA
ASV15921,Bacteria,Bdellovibrionota,Oligoflexia,0319-6G20,NA,NA,NA
ASV15922,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Solirubrobacter,NA
ASV15923,Bacteria,Acidobacteriota,Subgroup 5,NA,NA,NA,NA
ASV15924,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,NA
ASV15925,Bacteria,Chloroflexi,Ktedonobacteria,C0119,NA,NA,NA
ASV15926,Bacteria,Bdellovibrionota,Oligoflexia,0319-6G20,NA,NA,NA
ASV15927,Bacteria,NA,NA,NA,NA,NA,NA
ASV15928,Bacteria,NA,NA,NA,NA,NA,NA
ASV15929,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,Gaiellaceae,Gaiella,NA
ASV15930,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylobacterium-Methylorubrum,komagatae
ASV15931,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Luteimonas,NA
ASV15932,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Micrococcales Incertae Sedis,Timonella,NA
ASV15933,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Dokdonella,NA
ASV15934,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,NA,NA
ASV15935,Bacteria,Actinobacteriota,Actinobacteria,Micromonosporales,Micromonosporaceae,Actinoplanes,missouriensis
ASV15936,Bacteria,Armatimonadota,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,Fimbriimonas,NA
ASV15937,Bacteria,Chloroflexi,Anaerolineae,SBR1031,NA,NA,NA
ASV15938,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,67-14,NA,NA
ASV15939,Bacteria,Acidobacteriota,Subgroup 25,NA,NA,NA,NA
ASV15940,Bacteria,Desulfobacterota,NA,NA,NA,NA,NA
ASV15941,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,NA,NA
ASV15942,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Solirubrobacter,NA
ASV15943,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,resinovorans
ASV15944,Bacteria,Chloroflexi,JG30-KF-CM66,NA,NA,NA,NA
ASV15945,Bacteria,Gemmatimonadota,S0134 terrestrial group,NA,NA,NA,NA
ASV15946,Bacteria,Armatimonadota,Chthonomonadetes,Chthonomonadales,NA,NA,NA
ASV15947,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101 soil group,NA,NA
ASV15948,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,NA,NA,NA
ASV15949,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,NA,NA,NA
ASV15950,Bacteria,Acidobacteriota,Vicinamibacteria,Subgroup 17,NA,NA,NA
ASV15951,Bacteria,Armatimonadota,NA,NA,NA,NA,NA
ASV15952,Bacteria,Acidobacteriota,Acidobacteriae,Solibacterales,Solibacteraceae,Candidatus Solibacter,NA
ASV15953,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,67-14,NA,NA
ASV15954,Bacteria,Chloroflexi,KD4-96,NA,NA,NA,NA
ASV15955,Bacteria,Myxococcota,Polyangia,Blfdi19,NA,NA,NA
ASV15956,Bacteria,NA,NA,NA,NA,NA,NA
ASV15957,Bacteria,Proteobacteria,Alphaproteobacteria,Elsterales,NA,NA,NA
ASV15958,Bacteria,Chloroflexi,TK10,NA,NA,NA,NA
ASV15959,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,NA,NA
ASV15960,Bacteria,Hydrogenedentes,Hydrogenedentia,Hydrogenedentiales,Hydrogenedensaceae,NA,NA
ASV15961,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Phenylobacterium,NA
ASV15962,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Demequinaceae,Demequina,NA
ASV15963,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,NA,NA
ASV15964,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,NA,NA
ASV15965,Bacteria,Chloroflexi,Chloroflexia,Thermomicrobiales,JG30-KF-CM45,NA,NA
ASV15966,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Dokdonella,NA
ASV15967,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,NA
ASV15968,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,thermoaerophilus
ASV15969,Bacteria,Armatimonadota,NA,NA,NA,NA,NA
ASV15970,Bacteria,Chloroflexi,JG30-KF-CM66,NA,NA,NA,NA
ASV15971,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA,NA
ASV15972,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pir4 lineage,NA
ASV15973,Bacteria,Firmicutes,Bacilli,Thermoactinomycetales,Thermoactinomycetaceae,NA,NA
ASV15974,Bacteria,Actinobacteriota,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,NA
ASV15975,Bacteria,Acidobacteriota,Thermoanaerobaculia,Thermoanaerobaculales,Thermoanaerobaculaceae,Subgroup 10,NA
ASV15976,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Steroidobacteraceae,NA,NA
ASV15977,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,NA,NA
ASV15978,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Pseudorhodoplanes,NA
ASV15979,Bacteria,NA,NA,NA,NA,NA,NA
ASV15980,Bacteria,Armatimonadota,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,NA,NA
ASV15981,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101 soil group,NA,NA
ASV15982,Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Chloroflexaceae,NA,NA
ASV15983,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,D05-2,NA,NA
ASV15984,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,NA,NA
ASV15985,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pirellula,NA
ASV15986,Bacteria,Chloroflexi,Anaerolineae,RBG-13-54-9,NA,NA,NA
ASV15987,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,NA,NA,NA
ASV15988,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Noviherbaspirillum,NA
ASV15989,Bacteria,Chloroflexi,Anaerolineae,Ardenticatenales,Ardenticatenaceae,NA,NA
ASV15990,Bacteria,Verrucomicrobiota,Chlamydiae,Chlamydiales,NA,NA,NA
ASV15991,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,NA,NA
ASV15992,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,aquatica
ASV15993,Bacteria,NB1-j,NA,NA,NA,NA,NA
ASV15994,Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,NA,NA
ASV15995,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Terrimonas,NA
ASV15996,Bacteria,Myxococcota,Polyangia,Polyangiales,Sandaracinaceae,NA,NA
ASV15997,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,Luteitalea,NA
ASV15998,Bacteria,NB1-j,NA,NA,NA,NA,NA
ASV15999,Bacteria,Planctomycetota,Phycisphaerae,mle1-8,NA,NA,NA
ASV16000,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,NA,NA
ASV16001,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Neo-b11,NA
ASV16002,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,NA,NA
ASV16003,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,NA,NA,NA
ASV16004,Bacteria,Planctomycetota,Planctomycetes,NA,NA,NA,NA
ASV16005,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,NA
ASV16006,Bacteria,Actinobacteriota,Actinobacteria,NA,NA,NA,NA
ASV16007,Bacteria,NA,NA,NA,NA,NA,NA
ASV16008,Bacteria,Firmicutes,Clostridia,Hungateiclostridiaceae,Anaerobacterium,NA,NA
ASV16009,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Microlunatus,NA
ASV16010,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,NA
ASV16011,Bacteria,NA,NA,NA,NA,NA,NA
ASV16012,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,NA,NA
ASV16013,Bacteria,Chloroflexi,Anaerolineae,Caldilineales,Caldilineaceae,NA,NA
ASV16014,Bacteria,Firmicutes,Thermacetogenia,Thermacetogeniales,Thermacetogeniaceae,NA,NA
ASV16015,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Rhodopirellula,NA
ASV16016,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,Opitutus,NA
ASV16017,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,NA,NA,NA
ASV16018,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA,NA
ASV16019,Bacteria,Latescibacterota,NA,NA,NA,NA,NA
ASV16020,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,Alterococcus,NA
ASV16021,Bacteria,Cyanobacteria,Vampirivibrionia,Vampirovibrionales,NA,NA,NA
ASV16022,Bacteria,MBNT15,NA,NA,NA,NA,NA
ASV16023,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,NA,NA
ASV16024,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,Devosia,NA
ASV16025,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA,NA
ASV16026,Bacteria,Latescibacterota,NA,NA,NA,NA,NA
ASV16027,Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,NA,NA
ASV16028,Bacteria,Acidobacteriota,Acidobacteriae,Bryobacterales,Bryobacteraceae,Bryobacter,NA
ASV16029,Bacteria,NB1-j,NA,NA,NA,NA,NA
ASV16030,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,NA,NA
ASV16031,Bacteria,Acidobacteriota,Blastocatellia,24-Nov,NA,NA,NA
ASV16032,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales Incertae Sedis,Bauldia,NA
ASV16033,Bacteria,Myxococcota,Polyangia,Haliangiales,Haliangiaceae,Haliangium,NA
ASV16034,Bacteria,Chloroflexi,Chloroflexia,Thermomicrobiales,JG30-KF-CM45,NA,NA
ASV16035,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,Luteitalea,NA
ASV16036,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pirellula,NA
ASV16037,Bacteria,Firmicutes,Bacilli,Aneurinibacillales,Aneurinibacillaceae,Aneurinibacillus,soli
ASV16038,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,NA,NA
ASV16039,Bacteria,Chloroflexi,Gitt-GS-136,NA,NA,NA,NA
ASV16040,Bacteria,Proteobacteria,Alphaproteobacteria,Micropepsales,Micropepsaceae,NA,NA
ASV16041,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,NA,NA
ASV16042,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,NA,NA,NA
ASV16043,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,NA
ASV16044,Bacteria,Acidobacteriota,Blastocatellia,Pyrinomonadales,Pyrinomonadaceae,RB41,NA
ASV16045,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Solirubrobacter,NA
ASV16046,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,NA,NA
ASV16047,Bacteria,Bdellovibrionota,Oligoflexia,0319-6G20,NA,NA,NA
ASV16048,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,NA
ASV16049,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,NA,NA,NA
ASV16050,Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,NA,NA
ASV16051,Bacteria,Latescibacterota,NA,NA,NA,NA,NA
ASV16052,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,ADurb.Bin063-1,NA
ASV16053,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,env.OPS 17,NA,NA
ASV16054,Bacteria,Firmicutes,Bacilli,Alicyclobacillales,Alicyclobacillaceae,Tumebacillus,NA
ASV16055,Bacteria,Actinobacteriota,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis,NA
ASV16056,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Terrimonas,NA
ASV16057,Bacteria,Actinobacteriota,MB-A2-108,NA,NA,NA,NA
ASV16058,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,67-14,NA,NA
ASV16059,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,NA,NA,NA
ASV16060,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA,NA,NA
ASV16061,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylocella,NA
ASV16062,Bacteria,Myxococcota,bacteriap25,NA,NA,NA,NA
ASV16063,Bacteria,Proteobacteria,NA,NA,NA,NA,NA
ASV16064,Bacteria,Acidobacteriota,Holophagae,Subgroup 7,NA,NA,NA
ASV16065,Bacteria,Myxococcota,Polyangia,Polyangiales,BIrii41,NA,NA
ASV16066,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,NA,NA
ASV16067,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,NA,NA
ASV16068,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA,NA,NA
ASV16069,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,Opitutus,NA
ASV16070,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Puia,NA
ASV16071,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,NA,NA
ASV16072,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,NA,NA
ASV16073,Bacteria,Proteobacteria,Gammaproteobacteria,R7C24,NA,NA,NA
ASV16074,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,NA,NA
ASV16075,Bacteria,Proteobacteria,Gammaproteobacteria,Salinisphaerales,Solimonadaceae,NA,NA
ASV16076,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,NA,NA
ASV16077,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria Incertae Sedis,Unknown Family,Acidibacter,NA
ASV16078,Bacteria,Proteobacteria,Alphaproteobacteria,Azospirillales,Azospirillaceae,Skermanella,NA
ASV16079,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,mle1-7,NA
ASV16080,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,NA,NA
